WKT,transportation.sde.BMTC_LAND.objectid,transportation.sde.BMTC_LAND.kgiscode,transportation.sde.BMTC_LAND.departmentcode,transportation.sde.BMTC_LAND.kgisbmtclandid,transportation.sde.BMTC_LAND.kgisbmtclandname,transportation.sde.BMTC_LAND.kgiswardid,transportation.sde.BMTC_LAND.kgisvillageid,transportation.sde.BMTCLAND_TBL.objectid,transportation.sde.BMTCLAND_TBL.kgisbmtclandid,transportation.sde.BMTCLAND_TBL.name,transportation.sde.BMTCLAND_TBL.area_gis,transportation.sde.BMTCLAND_TBL.acre_rec,transportation.sde.BMTCLAND_TBL.gunte_rec,transportation.sde.BMTCLAND_TBL.area_sq_m,transportation.sde.BMTCLAND_TBL.survey_no,transportation.sde.BMTCLAND_TBL.hobli,transportation.sde.BMTCLAND_TBL.taluk,transportation.sde.BMTCLAND_TBL.district,transportation.sde.BMTCLAND_TBL.status,transportation.sde.BMTCLAND_TBL.category,transportation.sde.BMTCLAND_TBL.photo
"MULTISURFACE (CURVEPOLYGON (COMPOUNDCURVE ((77.5338136272241 13.013418168397,77.5340260812213 13.0132980973223,77.5339070988579 13.0131076617812,77.5336886637485 13.0132518994012,77.5338136272241 13.013418168397))))","83",,"83","83",Nandini_Layout_Quarters,,,"83","83",Nandini_Layout_Quarters,0.19,"0",0,752.7,LF 33,Kasaba,Bangalore North,Bangalore Urban,Quarters ( 12 numbers ),Quarters,DSC_Nandini_Layout_Quarters.jpg
"MULTISURFACE (CURVEPOLYGON (COMPOUNDCURVE ((77.6250586348563 12.9423612594255,77.6249349034705 12.942542098452,77.6251233563954 12.942656312832,77.6252147274097 12.9424773770517,77.6250586348563 12.9423612594255))))","84",,"84","84",Koramangala_Sports_Complex_Quarters,,,"84","84",Koramangala_Sports_Complex_Quarters,0.13,"0",0,520.71, ,Begur,Bangalore South,Bangalore Urban,Quarters ( 2 numbers ),Quarters,DSC_no_image.jpg
"MULTISURFACE (CURVEPOLYGON (COMPOUNDCURVE ((77.5387056358739 12.9725921338979,77.5389983090763 12.9727991475091,77.5391172810461 12.9727515584952,77.5390768311661 12.9726183085197,77.5389697551013 12.9726540001246,77.5389269257644 12.9725207498471,77.5387056358739 12.9725921338979))))","85",,"85","85",Vijayanagara_Multi_Purpose_Building,,,"85","85",Vijayanagara_Multi_Purpose_Building,0.15,"0",0,620.86,541C,Kasaba,Bangalore North,Bangalore Urban,Multi Purpose Building,Others,DSC_no_image.jpg
"MULTISURFACE (CURVEPOLYGON (COMPOUNDCURVE ((77.554544791723 13.0191486571344,77.5548362750597 13.0191694766437,77.5554549357806 13.0191813742068,77.5557226245372 13.0191635289456,77.5558624181473 13.0189374798861,77.5563769768552 13.0188244545228,77.5564334887364 13.0187144046156,77.5565810158889 13.018688231087,77.5565976712527 13.0186263652766,77.5565905334503 13.0184193517547,77.5566048105641 13.0182599270908,77.5568261002135 13.0181933028278,77.5571639838059 13.0181124010689,77.557123532942 13.0180172225843,77.5570835577417 13.0179239483978,77.557097834369 13.0179153819421,77.557023595895 13.0177497708062,77.5568370456328 13.0174405607944,77.5567935011838 13.0173700102224,77.5566697695934 13.0174613809781,77.5563728127175 13.0173738165181,77.5558455242593 13.0172291455863,77.5552744537071 13.0170330772851,77.5551564320004 13.0173224208039,77.5551259746868 13.017516583948,77.5549984360471 13.0178325765795,77.554714804332 13.0185768719427,77.5546158185987 13.0189099963849,77.554544791723 13.0191486571344))))","86",,"86","86",Yeshwanthpur_Depot_&_TTMC,,,"86","86",Yeshwanthpur_Depot_&_TTMC,10.12,"9",0.18000001,40950.33,38 & 37 & 41,Kasaba,Bangalore North,Bangalore Urban,Depot 8 & 26 & TTMC,Depot & TTMC,DSC0010_Yeshwanthpur_TTMC.JPG
"MULTISURFACE (CURVEPOLYGON (COMPOUNDCURVE ((77.5770956526436 12.9616515892558,77.577632411379 12.9614346590085,77.5775797536889 12.9608614895593,77.577543585857 12.960130518962,77.5775299443373 12.9599519099387,77.5773109943393 12.9599647891107,77.5772788713844 12.9594865173308,77.5775322838947 12.959472240903,77.5775148628568 12.9591528509403,77.5770599609038 12.9591950337572,77.5766290559443 12.9592698989815,77.5767625291178 12.9600278452261,77.5769528847634 12.9609843883294,77.5770456843543 12.9614460033796,77.5770956526436 12.9616515892558))))","87",,"87","87",Kalasipalyam_Bus_Stand,,,"87","87",Kalasipalyam_Bus_Stand,4.73,"4",0.13,19126.98, ,Kasaba,Bangalore North,Bangalore Urban,Bus Stand,Bus Stand,DSC_no_image.jpg
"MULTISURFACE (CURVEPOLYGON (COMPOUNDCURVE ((77.3936576617659 13.0738845901044,77.3939955449016 13.0739226607402,77.3940574120291 13.0734800815384,77.3937385635591 13.0734182155517,77.3936576617659 13.0738845901044))))","88",,"88","88",Mallapura,,,"88","88",Mallapura,0.45,"0",0.2,1833.23,5 / 1 & 5 / 2,Kasaba,Nelamangala,Bangalore Rural,Vacant  ( Fence ),Vacant,DSC_no_image.jpg
"MULTISURFACE (CURVEPOLYGON (COMPOUNDCURVE ((77.4001069785359 12.96669932509,77.4003282689777 12.9667707094887,77.400335407109 12.9660497326931,77.4000998412396 12.9661068399085,77.4001069785359 12.96669932509))))","89",,"89","89",Tavarekere_(Magadi_Road),,,"89","89",Tavarekere_(Magadi_Road),0.44,"0",0.2,1800.57,61 & 62,Tavarekere,Bangalore South,Bangalore Urban,Vacant,Vacant,DSC_no_image.jpg
"MULTISURFACE (CURVEPOLYGON (COMPOUNDCURVE ((77.7805074552057 13.0667126711471,77.7808429597088 13.0672218753439,77.7810523517446 13.06766921449,77.7811760835627 13.0678500533854,77.7813557330654 13.0680784822043,77.7814271169731 13.0682866847564,77.7815401413286 13.0684948877438,77.7815817814706 13.068798269203,77.7819279939063 13.0690778550543,77.781927993814 13.069211105007,77.7820422078352 13.0693062842711,77.7820707616219 13.069106408892,77.7819470290411 13.0688113560599,77.7820041359693 13.0687066595454,77.781404512169 13.0674217506612,77.7815758338552 13.06733608993,77.7815092088625 13.0669839298415,77.7805074552057 13.0667126711471))))","90",,"90","90",Hosakote_Depot_39,,,"90","90",Hosakote_Depot_39,3.2,"3",0.14,12933.33,"300",Kasaba,Hosakote,Bangalore Rural,Depot 39,Depot,DSC0039_Hosakote_Depot.JPG
"MULTISURFACE (CURVEPOLYGON (COMPOUNDCURVE ((77.617971192307 13.0126497159207,77.6178138845291 13.0119850374288,77.6174416659594 13.0120227033322,77.617612266376 13.0123594729036,77.6176543625591 13.0123373171898,77.6176964580037 13.0124968395844,77.6178537655756 13.0126851652678,77.617971192307 13.0126497159207))))","91",,"91","91",Pillanagarden_Bus_Stand,,,"91","91",Pillanagarden_Bus_Stand,0.55,"0",0.25,2217.84,CA Site,Yeshwanthpura,Bangalore North,Bangalore Urban,Vacant,Vacant,DSC_no_image.jpg
"MULTISURFACE (CURVEPOLYGON (COMPOUNDCURVE ((77.5740337397221 12.8632586278699,77.5740696183933 12.8635236686717,77.5749972471495 12.8634936445641,77.5749476236649 12.8631101364697,77.5740337397221 12.8632586278699))))","92",,"92","92",Anjanapura_10th_Block,,,"92","92",Anjanapura_10th_Block,0.9,"1",0.37,3631.15,CA Site 14,Uttarahalli,Bangalore South,Bangalore Urban,Vacant  ( Compound ),Vacant,DSC_no_image.jpg
"MULTISURFACE (CURVEPOLYGON (COMPOUNDCURVE ((77.4791934287164 13.1375823032167,77.4791862910164 13.1378571321368,77.4794785678331 13.1378425376854,77.4796153872602 13.1378127947405,77.4798494862599 13.1376399659602,77.4798473842666 13.1375629504162,77.4791934287164 13.1375823032167))))","93",,"93","93",Hesraghatta_Bus_Stand,,,"93","93",Hesraghatta_Bus_Stand,0.45,"0",0.31999999,1808.78, ,Hesarghatta,Bangalore North (Apara) Yelahanka,Bangalore Urban,Bus Stand,Bus Stand,DSC_no_image.jpg
"MULTISURFACE (CURVEPOLYGON (COMPOUNDCURVE ((77.4132285054824 12.7695490035251,77.4140256244331 12.7705364807789,77.415028807912 12.7697608519132,77.4140113781611 12.768562668914,77.4132285054824 12.7695490035251))))","94",,"94","94",Bidadi_Depot_36,,,"94","94",Bidadi_Depot_36,5.27,"5",0,21323.5, ,Bidadi,Ramanagara,Ramanagara,Depot 36 & Quarters,Depot,DSC0036_Bidadi_Depot.jpg
"MULTISURFACE (CURVEPOLYGON (COMPOUNDCURVE ((77.3850365409029 12.7974317520778,77.3850004998136 12.7968453052761,77.3844619649089 12.7968592280646,77.3846304857347 12.7972601375851,77.3849079899225 12.7973784277483,77.3850365409029 12.7974317520778))))","95",,"95","95",Bidadi_Bus_Stand,,,"95","95",Bidadi_Bus_Stand,1.08,"0",0,2705.96, ,Bidadi,Ramanagara,Ramanagara,Bus Stand,Bus Stand,DSC0003_Bidadi_BS.JPG
"MULTISURFACE (CURVEPOLYGON (COMPOUNDCURVE ((77.4239335895205 13.0675580895411,77.4257821355065 13.0676820366077,77.4261108487404 13.0677853273645,77.4258316192726 13.0667489895998,77.4240254872576 13.0667971910975,77.4239335895205 13.0675580895411))))","96",,"96","96",Shivanapura_Depot_42,,,"96","96",Shivanapura_Depot_42,5.02,"5",0,20330.7,"116",Dasanpura,Bangalore North,Bangalore Urban,Depot 42 & Quarters,Depot,DSC_no_image.jpg
"MULTISURFACE (CURVEPOLYGON (COMPOUNDCURVE ((77.8490946829855 13.0573491454084,77.8493164353142 13.0582910155945,77.849861910278 13.0581764063238,77.8496966576409 13.057456164934,77.8516893637802 13.0569785970179,77.851170328548 13.0558892209542,77.8508866459581 13.0560148937012,77.8508071020064 13.0559115767726,77.8502634872465 13.0561384521242,77.8501474023367 13.056105316256,77.8502455011788 13.0569280361637,77.849346536957 13.0570894068401,77.8493948702213 13.0572734229907,77.8490946829855 13.0573491454084))))","97",,"97","97",Jadigenahalli,,,"97","97",Jadigenahalli,6.88,"10",0,27824.83,"233",Jadigenahalli,Hosakote,Bangalore Rural,Vacant,Vacant,DSC_no_image.jpg
"MULTISURFACE (CURVEPOLYGON (COMPOUNDCURVE ((77.5172969596953 12.753666756174,77.5186989863683 12.7530870688752,77.5185569779918 12.7525483004176,77.5182120275255 12.7515009926255,77.5181552240499 12.7514798346323,77.5169658913018 12.7518231558917,77.5170573358942 12.7527602592756,77.5172969596953 12.753666756174))))","98",,"98","98",Sunkadakatte,,,"98","98",Sunkadakatte,7.62,"15",0,30834.12,"37",Uttarahalli,Bangalore South,Bangalore Urban,Vacant,Vacant,DSC0200_Sunakada katte.JPG
"MULTISURFACE (CURVEPOLYGON (COMPOUNDCURVE ((77.4898560604565 12.8122674563223,77.4899268552215 12.812146964728,77.4898461674779 12.8118640560367,77.4900125125423 12.811527840893,77.4904105527099 12.8112963678123,77.4904491961149 12.8112738706052,77.4893898988882 12.8108119883134,77.4895949628283 12.8112545299963,77.4895277203686 12.8116965904533,77.4896235026309 12.8118494742343,77.4897753393045 12.8122188659578,77.4898560604565 12.8122674563223))))","99",,"99","99",Uttarahalli,,,"99","99",Uttarahalli,1.65,"1",0.13,6676.83,"70",Uttarahalli,Bangalore South,Bangalore Urban,Vacant (Compound),Vacant,DSC_no_image.jpg
"MULTISURFACE (CURVEPOLYGON (COMPOUNDCURVE ((77.4963303821281 12.8067866792238,77.4962146609537 12.8061268312611,77.4945594070549 12.8065777395618,77.4945747022382 12.8067623645221,77.4963303821281 12.8067866792238))))","100",,"100","100",Uttarahalli,,,"100","100",Uttarahalli,2.18,"2",0.2,8816.59,"165",Uttarahalli,Bangalore South,Bangalore Urban,Vacant (Compound),Vacant,DSC0201_Utttari.JPG
"MULTISURFACE (CURVEPOLYGON (COMPOUNDCURVE ((77.5105381708068 12.7874947546348,77.5106468146877 12.7870723915442,77.5091694082941 12.7870939537901,77.509168527882 12.7871314600924,77.5084589528891 12.7871157870098,77.5085393884241 12.7876909708095,77.5097996912114 12.787559461245,77.5105381708068 12.7874947546348))))","101",,"101","101",Somanahalli,,,"101","101",Somanahalli,3.06,"5",0,12368.91,"242",Uttarahalli,Bangalore South,Bangalore Urban,Vacant,Vacant,DSC_no_image.jpg
"MULTISURFACE (CURVEPOLYGON (COMPOUNDCURVE ((77.5108309132515 12.7459888368788,77.510827364012 12.7459790233358,77.5107956657035 12.7459607429806,77.5101352635546 12.7461003723216,77.5102217111919 12.7467425693408,77.5103318032448 12.7474803660658,77.510485091573 12.7476293811593,77.5104734277859 12.7479992810914,77.5104925303875 12.7481176859073,77.5109244928099 12.7481386182629,77.510925163515 12.7482890040018,77.5114854711957 12.748253531357,77.5115468202805 12.7483344956502,77.5120342043947 12.7482169731146,77.5124476955725 12.7481503035103,77.5122892569094 12.7477755371372,77.5125104487906 12.7476441821386,77.5121969858411 12.7471214510927,77.5125630198509 12.7469375879735,77.512815558568 12.747450571524,77.5128540219199 12.7474268233592,77.5131054070639 12.7472927785585,77.5130834745509 12.7472801302688,77.5131009784958 12.7472824774041,77.5128541555068 12.7467083018973,77.5126247685815 12.7468164634777,77.5123784548001 12.7462874058648,77.5119019352105 12.7465621804371,77.5117563980404 12.7462073439875,77.5116013492097 12.7458024182601,77.5112700913963 12.7458689282484,77.5112651307711 12.7458702827311,77.5115039061929 12.7465262955874,77.5111083208207 12.7466658484285,77.5108460228016 12.7459847116592,77.5108309132515 12.7459888368788))))","102",,"102","102",Ravugodlu,,,"102","102",Ravugodlu,13.1,"10",0,52997.89,"6",Uttarahalli,Bangalore South,Bangalore Urban,Vacant,Vacant,DSC0198_Raugodlu.JPG
"MULTISURFACE (CURVEPOLYGON (COMPOUNDCURVE ((77.5811455515276 12.8501465254199,77.5817278386894 12.8499524670561,77.5807625287361 12.8478580097888,77.5799926898856 12.8480764476807,77.5798142515422 12.8477501860819,77.578191389787 12.8480532275826,77.5783657467015 12.8485506399585,77.5797388105367 12.8481570415128,77.5803960657705 12.8493845444348,77.5806415888521 12.8492649821428,77.5811455515276 12.8501465254199))))","103",,"103","103",Pillaganahalli,,,"103","103",Pillaganahalli,8.16,"7",0.18000001,33021.17,"1",Uttarahalli,Bangalore South,Bangalore Urban,Vacant (Compound),Vacant,DSC0197_Pillaganahalli.JPG
"MULTISURFACE (CURVEPOLYGON (COMPOUNDCURVE ((77.4717731609146 12.7958136310032,77.4717448334086 12.7955116235505,77.4715823435217 12.7949232195962,77.4709366651613 12.7950433740695,77.4709412663513 12.7950755062504,77.4706159246683 12.7951372051959,77.4707826172318 12.7960381686825,77.4717731609146 12.7958136310032))))","104",,"104","104",Naganayakanahalli,,,"104","104",Naganayakanahalli,2.78,"2",0.30000001,11259.66,"48",Uttarahalli,Bangalore South,Bangalore Urban,Vacant,Vacant,DSC0196_Naganayakana halli.JPG
"MULTISURFACE (CURVEPOLYGON (COMPOUNDCURVE ((77.5859952536518 12.8718937318791,77.5854989576219 12.8719631104562,77.5857778341619 12.872722012217,77.5858134975661 12.8727170065216,77.5859443409602 12.8732928493912,77.5864914454616 12.8730882596424,77.5862811536161 12.8726332252681,77.5864238763243 12.8725909568905,77.5864425432382 12.8718731850375,77.5864671215768 12.8712243039416,77.585921548327 12.8713241757081,77.5859952536518 12.8718937318791))))","105",,"105","105",Kotthanur_Dinne_Depot_34,,,"105","105",Kotthanur_Dinne_Depot_34,3.58,"3",0.20999999,14484.69,"80",Uttarahalli,Bangalore South,Bangalore Urban,Depot-34,Depot,DSC0034_Kothanur_Dinne_Depot.JPG
"MULTISURFACE (CURVEPOLYGON (COMPOUNDCURVE ((77.538386449521 12.9188049513941,77.5381512456198 12.9184327292999,77.5377868596796 12.9185569736309,77.5375261906823 12.918185347022,77.5378372403147 12.9180216527748,77.5375064146541 12.9173152281618,77.535980040668 12.9163875790427,77.5359147762628 12.9156674150153,77.5357354357767 12.9154142707705,77.5355864327009 12.915118702731,77.5353026063729 12.9144453441756,77.535130821757 12.91408308902,77.5348043514407 12.9141923429857,77.5348903792596 12.9145070478626,77.5344281880775 12.9145880281064,77.5348198298654 12.9157268630009,77.5348946144604 12.9163763396491,77.5352743483184 12.9163344054318,77.5353627906436 12.9166466958403,77.5348626342454 12.9167089222567,77.5341283777453 12.9167554911492,77.5334627280514 12.9170810762156,77.5327664760184 12.9172804997543,77.5322982442812 12.9172980990582,77.5321254984319 12.9167496758104,77.5319594329414 12.9166985808285,77.531644214382 12.9164195270771,77.5317679576756 12.9175303393965,77.5348432947228 12.9187908118706,77.5367683428051 12.9195829206799,77.538386449521 12.9188049513941))),CURVEPOLYGON (COMPOUNDCURVE ((77.5307956833128 12.915538873133,77.5298035346926 12.9147522592172,77.5300391448168 12.9156355722018,77.5305743334682 12.9156855656731,77.5308408395339 12.9171606199004,77.5309806983299 12.9172125668008,77.5307956833128 12.915538873133))))","106",,"106","106",Arehalli,,,"106","106",Arehalli,41.09,"10",0,166265.74,"28",Uttarahalli,Bangalore South,Bangalore Urban,Vacant (Compound),Vacant,DSC0189_Arehalli Land.JPG
"MULTISURFACE (CURVEPOLYGON (COMPOUNDCURVE ((77.3525250516691 12.9119121136345,77.3533255993647 12.9118908570265,77.3534962023361 12.9126693629135,77.353625842794 12.9128516012561,77.3536772148643 12.912366076018,77.3540437253545 12.9124172426002,77.3540686951427 12.9122175464099,77.353898455342 12.9121712780185,77.3540057306435 12.9110578963403,77.3544701209695 12.9111560074834,77.3544299619546 12.9109541052713,77.354401066577 12.9107564369421,77.3554780483112 12.9107883276711,77.355700320756 12.9107995195666,77.3559476081391 12.9107984255428,77.3554981617644 12.9104325068323,77.3549989426154 12.9102758146774,77.354496265089 12.9100982653322,77.353866940733 12.9099352118147,77.353702085195 12.9090648154102,77.3535516551893 12.9085724352776,77.3536380977213 12.9080345674475,77.3536251267076 12.9078693450729,77.3536087199843 12.9077364035524,77.3534716290914 12.907084375677,77.3533572274127 12.9067837000481,77.3532639402549 12.9064821953566,77.3526522855845 12.906323713854,77.3526099780576 12.9066160519332,77.3525681662203 12.9070362151613,77.352785360502 12.9070293154057,77.3528276912629 12.9078072879517,77.3525627653362 12.9077758139153,77.3524473574433 12.9078898699744,77.351530880064 12.9084208399158,77.3506448243518 12.9082618254167,77.3506115668981 12.9082213691325,77.3487521104303 12.9088532386047,77.3486342366835 12.910468779546,77.3500944261671 12.9114372681777,77.3501606896415 12.911453253842,77.3500893608277 12.9122651282933,77.3513650812494 12.9134411716937,77.352605182279 12.9133498113704,77.3525250516691 12.9119121136345)),COMPOUNDCURVE ((77.3519215652673 12.9108640077842,77.3519237056537 12.9090242741858,77.3528227567963 12.9091989605393,77.3528664182875 12.9108514350348,77.3519215652673 12.9108640077842)),COMPOUNDCURVE ((77.3534639051306 12.9083643949726,77.35354894768 12.9093604523422,77.3531505462171 12.9094335011783,77.3530935378103 12.9094058118353,77.3529263830491 12.9081661029218,77.3534002178863 12.9081463538608,77.3534639051306 12.9083643949726))))","107",,"107","107",Soolivara,,,"107","107",Soolivara,61.56,"10",0,249118.9,"60",Tavarekere,Bangalore South,Bangalore Urban,Vacant,Vacant,DSC_no_image.jpg
"MULTISURFACE (CURVEPOLYGON (COMPOUNDCURVE ((77.4329315276509 12.9577901671042,77.4332683634237 12.9563328887532,77.4337281174692 12.9563539472041,77.4337739254065 12.9559680542897,77.4326235898093 12.9558160326679,77.4325565026196 12.9561961945489,77.4325490482743 12.9564198199863,77.4325490479472 12.9567105311635,77.4325043238093 12.9568968860162,77.4323626933069 12.9571428733316,77.4320347109555 12.9576423014327,77.4317887237848 12.9581342764202,77.432576192607 12.9583562234187,77.4329315276509 12.9577901671042))),CURVEPOLYGON (COMPOUNDCURVE ((77.4306466531684 12.959749706359,77.4308523883747 12.9593793796322,77.4303838406739 12.9593247666834,77.4302793278548 12.9592981916507,77.4302219555177 12.9596589073164,77.4297748089539 12.9595571999129,77.4296091922294 12.9589334942618,77.4295797769353 12.9588227175604,77.4294465389766 12.9583796466919,77.4293136500558 12.9579812352299,77.4290793967265 12.9578995407716,77.429170088516 12.9582601896873,77.4293925833323 12.9591448338796,77.4296592402417 12.959730136947,77.4281224240505 12.9600428412307,77.4290438616572 12.9599655825416,77.4300871674845 12.9598825985549,77.4306466531684 12.959749706359))),CURVEPOLYGON (COMPOUNDCURVE ((77.4325178581489 12.959305154939,77.4324285161011 12.9587932099895,77.4322127436019 12.9588899400085,77.4317908189506 12.9589474755664,77.4314168402105 12.9590817247935,77.4315019371901 12.9595465192104,77.4325178581489 12.959305154939))))","108",,"108","108",Yellachaguppi,,,"108","108",Yellachaguppi,10.41,"10",0,42113.8,"93",Tavarekere,Bangalore South,Bangalore Urban,Vacant (Compound),Vacant,DSC_no_image.jpg
"MULTISURFACE (CURVEPOLYGON (COMPOUNDCURVE ((77.4325778736701 12.9583535449894,77.4329315276509 12.9577901671042,77.4332683634237 12.9563328887532,77.4337281174692 12.9563539472041,77.4337770420896 12.9559418027347,77.4326349642336 12.9558177244498,77.4326257307123 12.9560116302011,77.4325703287471 12.95614090085,77.432533394622 12.9563440393054,77.4325518623533 12.9566302807387,77.4324964603539 12.9568980554663,77.4323302561902 12.9571935304572,77.4320532474852 12.9576275090589,77.4317854730534 12.9581353575959,77.4325778736701 12.9583535449894))))","109",,"109","109",Yellachaguppi,,,"109","109",Yellachaguppi,6.1,"10",0,24692.17,"98",Tavarekere,Bangalore South,Bangalore Urban,Vacant (Compound),Vacant,DSC_no_image.jpg
"MULTISURFACE (CURVEPOLYGON (COMPOUNDCURVE ((77.3784912754879 12.9498632611162,77.3779532788223 12.9488211858409,77.3780987660516 12.9493341049018,77.3777795796398 12.9493353321137,77.3779663564254 12.9499590062694,77.3784912754879 12.9498632611162))))","110",,"110","110",Puradapalaya,,,"110","110",Puradapalaya,0.95,"0",0.27000001,3834.92,"37",Tavarekere,Bangalore South,Bangalore Urban,Vacant,Vacant,DSC_no_image.jpg
"MULTISURFACE (CURVEPOLYGON (COMPOUNDCURVE ((77.4161203705339 12.9622014072655,77.4159039111153 12.9622032104477,77.4147668226868 12.9625439886697,77.4148142038008 12.9637953441466,77.416203050966 12.9634759186771,77.4161204113092 12.9624688286268,77.4161203705339 12.9622014072655))))","111",,"111","111",Kurubarahalli,,,"111","111",Kurubarahalli,5.27,"5",0,21341.87,"116",Tavarekere,Bangalore South,Bangalore Urban,Vacant,Vacant,DSC_no_image.jpg
"MULTISURFACE (CURVEPOLYGON (COMPOUNDCURVE ((77.3899111043065 12.8715589800467,77.3905101685572 12.8715132247052,77.3910022955548 12.8715339344717,77.392404960532 12.8715844816313,77.3926197823866 12.8697900803702,77.3929988813536 12.8697774437064,77.3935296198757 12.8698090351665,77.3943882086312 12.8697629647078,77.3943510008875 12.8703840021891,77.3943762740847 12.8712685661905,77.3950576089243 12.8713417457751,77.3952675286473 12.8695985428786,77.395380025446 12.8677515228664,77.3947998805791 12.8664413395825,77.3945719106609 12.8664447109736,77.3947743274883 12.8668962938068,77.394736416916 12.8689244724049,77.3944710491359 12.8689307899174,77.3941109056041 12.8695752583337,77.3931062934477 12.869625804936,77.3926450556524 12.8691898412374,77.3919247686294 12.8692719795688,77.3909517493241 12.869196160116,77.3906674249821 12.8676734463009,77.3898595050755 12.8678370202332,77.3905947199135 12.8685562232431,77.3905083082762 12.8697103968636,77.3904037022755 12.8699912681242,77.3909959762653 12.8699859492228,77.3913813939278 12.8695815764462,77.3917604924884 12.8696258048609,77.3917250391982 12.8697771812661,77.392310185606 12.8698911744612,77.3922226067214 12.8705732890229,77.3917289008047 12.8710221519619,77.39011381721 12.8707695726093,77.3899039878801 12.8713329082609,77.3899111043065 12.8715589800467))))","112",,"112","112",Dodderi,,,"112","112",Dodderi,22.37,"10",0,90524.62,"77",Tavarekere,Bangalore South,Bangalore Urban,Vacant,Vacant,DSC0192_Dodderi.JPG
"MULTISURFACE (CURVEPOLYGON (COMPOUNDCURVE ((77.3939724065861 12.8971908371453,77.3940274735016 12.8968080841453,77.3937947475553 12.8968151605964,77.3939021352519 12.8953709679579,77.3936820918179 12.8954026748097,77.3936567406653 12.8946647756525,77.3925285301102 12.8949872605605,77.3927514636046 12.9003391902675,77.392858368159 12.90188538071,77.3927467112399 12.90192968974,77.3930889597577 12.9035956215764,77.393393267217 12.9041757855991,77.3939597290401 12.9041973742195,77.3940079418919 12.9034098903689,77.3937646003934 12.9033554474396,77.3937698417917 12.9030962882297,77.3935053573687 12.9030294492641,77.3935255511161 12.901801545764,77.3938200856106 12.8984130849407,77.393916790822 12.8974378528381,77.3939724065861 12.8971908371453))),CURVEPOLYGON (COMPOUNDCURVE ((77.3919504136883 12.9028631890749,77.3919275211566 12.9018683699702,77.3916953067708 12.9019058573458,77.3916937401189 12.9015180229213,77.3918528782933 12.9014939778867,77.3918248257021 12.9011192606975,77.3915807630698 12.9011436362026,77.3915746351667 12.9009406296561,77.391570793137 12.9006465102256,77.3919342269318 12.9006086557654,77.3919137882027 12.9001480113099,77.3919131883582 12.8999996460835,77.391682313265 12.9000031459788,77.3916818819142 12.8998964262888,77.3916779244359 12.8995736748537,77.3918496380773 12.8993777853149,77.3920952683009 12.8990852997986,77.3920989878321 12.8986922378167,77.3918602254473 12.898713990448,77.3922263554943 12.8980305923114,77.3911731997537 12.8981388018448,77.3907560970872 12.8992467398551,77.3907851106609 12.9006157228056,77.3908563991452 12.9024973848594,77.3908797106066 12.9030126807713,77.3906436182937 12.9030396266484,77.3906538393391 12.9035992230664,77.39069381644 12.9036408596581,77.3913964319277 12.9035455814242,77.3913654702887 12.9028885990983,77.3919504136883 12.9028631890749))),CURVEPOLYGON (COMPOUNDCURVE ((77.3949654181256 12.8908346247911,77.3937132266388 12.8885436839001,77.3934696034012 12.8892165395376,77.3928664741308 12.8894039830691,77.3930169871369 12.8908471729703,77.3949654181256 12.8908346247911))))","113",,"113","113",Chunchanaguupe,,,"113","113",Chunchanaguupe,51.72,"10",0,209309.34,"43",Tavarekere,Bangalore South,Bangalore Urban,Vacant,Vacant,DSC_no_image.jpg
"MULTISURFACE (CURVEPOLYGON (COMPOUNDCURVE ((77.427387240424 12.8923620186588,77.4271639737533 12.8924949577363,77.4272368045283 12.8928721963558,77.4273929079445 12.8928511653534,77.4274081100247 12.8930395179314,77.4278645222565 12.8929926150939,77.4279035025682 12.8929415455512,77.4278055722441 12.8928369811419,77.4275902280082 12.8926070490849,77.427387240424 12.8923620186588))))","114",,"114","114",Chikeluru,,,"114","114",Chikeluru,0.78,"0",0.31,3163.85,"35",Tavarekere,Bangalore South,Bangalore Urban,Vacant,Vacant,DSC_no_image.jpg
"MULTISURFACE (CURVEPOLYGON (COMPOUNDCURVE ((77.4623329677141 12.9172993406034,77.462950700941 12.9178126324994,77.4629928730208 12.9178798424337,77.4630882333662 12.9180375577233,77.4645890041475 12.9178139362078,77.4642428133042 12.9190365078713,77.4640593977208 12.919689972091,77.4647286085027 12.9178082617089,77.463216414725 12.9174906240737,77.4623329677141 12.9172993406034))))","115",,"115","115",Kommaghatta,,,"115","115",Kommaghatta,2.29,"2",0.69999999,9274.36,"162",Kengeri,Bangalore South,Bangalore Urban,Vacant (Compound),Vacant,DSC0195_Kommagha tta.JPG
"MULTISURFACE (CURVEPOLYGON (COMPOUNDCURVE ((77.4501833266166 12.9571371653819,77.4505198110637 12.9570599783618,77.4505497211374 12.9568970233587,77.4500741220489 12.9568451875826,77.4501833266166 12.9571371653819))))","116",,"116","116",Kenchanapura,,,"116","116",Kenchanapura,0.28,"0",0.14,1114.65,"8",Kengeri,Bangalore South,Bangalore Urban,Vacant,Vacant,DSC0194_Kenchanapura.JPG
